loci_name,adjacent_genes_0kb_tss
chr7_72700000_72800000,intergenic
chr7_72800000_72900000,intergenic
chr7_72900000_73000000,intergenic
chr7_73000000_73100000,intergenic
chr7_73100000_73200000,Gm20083
chr7_73200000_73300000,Gm30075
chr7_73300000_73400000,4930429H19Rik; A730056A06Rik; Rgma
chr7_73400000_73500000,intergenic
chr7_73500000_73600000,Chd2; Gm44686
chr7_73600000_73700000,Gm44734; Gm44738; Gm44737; Gm44736; Gm44739
chr7_73700000_73800000,Fam174b
chr7_73800000_73900000,Gm10619; Gm21269
chr7_73900000_74000000,intergenic
chr7_74000000_74100000,St8sia2
chr7_74100000_74200000,intergenic
chr7_74200000_74300000,intergenic
chr7_74300000_74400000,Gm7580
chr7_74400000_74500000,intergenic
chr7_74500000_74600000,Slco3a1
chr7_74600000_74700000,intergenic
chr7_74700000_74800000,intergenic
chr7_74800000_74900000,0610006L08Rik
chr7_74900000_75000000,intergenic
chr7_75000000_75100000,4930533N22Rik
chr7_75100000_75200000,intergenic
chr7_75200000_75300000,intergenic
chr7_75300000_75400000,Sv2b
chr7_75400000_75500000,Akap13
chr7_75500000_75600000,intergenic
chr7_75600000_75700000,intergenic
chr7_75700000_75800000,AU020206
chr7_75800000_75900000,Klhl25
chr7_75900000_76000000,intergenic
chr7_76000000_76100000,intergenic
chr7_76100000_76200000,intergenic
chr7_76200000_76300000,Agbl1
chr7_76300000_76400000,intergenic
chr7_76400000_76500000,intergenic
chr7_76500000_76600000,intergenic
chr7_76600000_76700000,intergenic
chr7_76700000_76800000,intergenic
chr7_76800000_76900000,intergenic
chr7_76900000_77000000,intergenic
chr7_77000000_77100000,intergenic
chr7_77100000_77200000,intergenic
chr7_77200000_77300000,intergenic
chr7_77300000_77400000,intergenic
chr7_77400000_77500000,intergenic
chr7_77500000_77600000,intergenic
chr7_77600000_77700000,intergenic
chr7_77700000_77800000,intergenic
chr7_77800000_77900000,intergenic
chr7_77900000_78000000,intergenic
chr7_78000000_78100000,intergenic
chr7_78100000_78200000,intergenic
chr7_78200000_78300000,4921513I08Rik
chr7_78300000_78400000,intergenic
chr7_78400000_78500000,intergenic
chr7_78500000_78600000,Gm9885
chr7_78600000_78700000,intergenic
chr7_78700000_78800000,Ntrk3; Mrpl46; Mrps11
chr7_78800000_78900000,5330411O13Rik; Det1; 1700011D18Rik; Gm44730; Aen
chr7_78900000_79000000,Isg20
chr7_79000000_79100000,Gm26633; Acan
chr7_79100000_79200000,Hapln3; Mfge8
chr7_79200000_79300000,Abhd2
chr7_79300000_79400000,Rlbp1; Fanci
chr7_79400000_79500000,Polg
chr7_79500000_79600000,Mir9-3hg; Gm35040; Gm45168; Gm45169
chr7_79600000_79700000,Rhcg; Ticrr
chr7_79700000_79800000,Kif7; 9330171B17Rik; Plin1; Pex11a; Gm44706; Wdr93; Mesp1
chr7_79800000_79900000,Mesp2; Anpep
chr7_79900000_80000000,Ap3s2; Gm26646; Arpin
chr7_80000000_80100000,Zfp710; Gm21057; Gm44949
chr7_80100000_80200000,Idh2; Sema4b
chr7_80200000_80300000,Cib1; Gdpgp1; Ttll13; Ngrn; Vps33b; Prc1
chr7_80300000_80400000,Rccd1; Unc45a; Hddc3; Man2a2; Fes
chr7_80400000_80500000,Furin; Gm44851
chr7_80500000_80600000,Blm
chr7_80600000_80700000,Crtc3; Gm15880
chr7_80700000_80800000,Gm44649
chr7_80800000_80900000,Iqgap1; Zscan2
chr7_80900000_81000000,Wdr73; Nmb; Sec11a; Gm44899; Zfp592
chr7_81000000_81100000,Alpk3
chr7_81100000_81200000,Slc28a1
chr7_81200000_81300000,Gm44968; Pde8a
chr7_81300000_81400000,Rps17
chr7_81400000_81500000,Cpeb1; Ap3b2
chr7_81500000_81600000,2900076A07Rik; Fsd2; Whamm
chr7_81600000_81700000,Gm44570
chr7_81700000_81800000,Homer2; 3110040N11Rik; Gm45016
chr7_81800000_81900000,Btbd1; Gm10160; Tm6sf1; Gm45014
chr7_81900000_82000000,Hdgfl3; Bnc1
chr7_82000000_82100000,Gm20744
chr7_82100000_82200000,Gm32850; Sh3gl3
chr7_82200000_82300000,intergenic
chr7_82300000_82400000,Adamtsl3
chr7_82400000_82500000,intergenic
chr7_82500000_82600000,intergenic
chr7_82600000_82700000,Saxo2; Efl1
chr7_82700000_82800000,4933406J10Rik
chr7_82800000_82900000,1700010L04Rik; Gm36584; Mex3b
chr7_82900000_83000000,4933430H16Rik
chr7_83000000_83100000,A530021J07Rik
chr7_83100000_83200000,intergenic
chr7_83200000_83300000,5930435M05Rik
chr7_83300000_83400000,Gm44724
chr7_83400000_83500000,intergenic
chr7_83500000_83600000,Gm10610; Tmc3
chr7_83600000_83700000,Gm16638; Stard5; 2310044K18Rik
chr7_83700000_83800000,Il16; Cfap161
chr7_83800000_83900000,Gm44993; Gm39043; Tlnrd1; Mesd
chr7_83900000_84000000,intergenic
chr7_84000000_84100000,Cemip
chr7_84100000_84200000,Abhd17c
chr7_84200000_84300000,Gm44827
chr7_84300000_84400000,Gm30873
chr7_84400000_84500000,Arnt2; Gm44933; Gm45175
chr7_84500000_84600000,Gm2115
chr7_84600000_84700000,Fah; Zfand6; 2610206C17Rik
chr7_84700000_84800000,intergenic
chr7_84800000_84900000,intergenic
chr7_84900000_85000000,Vmn2r65
chr7_85000000_85100000,Vmn2r66
chr7_85100000_85200000,intergenic
chr7_85200000_85300000,intergenic
chr7_85300000_85400000,intergenic
chr7_85400000_85500000,Vmn2r69
chr7_85500000_85600000,Vmn2r70; Vmn2r71
chr7_85600000_85700000,intergenic
chr7_85700000_85800000,Vmn2r72
chr7_85800000_85900000,Vmn2r73
chr7_85900000_86000000,Vmn2r74
chr7_86000000_86100000,intergenic
chr7_86100000_86200000,Vmn2r75
chr7_86200000_86300000,Vmn2r76; Olfr310
chr7_86300000_86400000,intergenic
chr7_86400000_86500000,Olfr301; Olfr298
chr7_86500000_86600000,intergenic
chr7_86600000_86700000,intergenic
chr7_86700000_86800000,Folh1; Vmn2r77
chr7_86800000_86900000,intergenic
chr7_86900000_87000000,Vmn2r78; Vmn2r79
chr7_87000000_87100000,intergenic
chr7_87100000_87200000,intergenic
chr7_87200000_87300000,Nox4
chr7_87300000_87400000,intergenic
chr7_87400000_87500000,Tyr
chr7_87500000_87600000,Grm5
chr7_87600000_87700000,intergenic
chr7_87700000_87800000,intergenic
chr7_87800000_87900000,intergenic
chr7_87900000_88000000,intergenic
chr7_88000000_88100000,intergenic
chr7_88100000_88200000,intergenic
chr7_88200000_88300000,Ctsc
chr7_88300000_88400000,Gm44751
chr7_88400000_88500000,Rab38
chr7_88500000_88600000,intergenic
chr7_88600000_88700000,intergenic
chr7_88700000_88800000,intergenic
chr7_88800000_88900000,Gm45144
chr7_88900000_89000000,intergenic
chr7_89000000_89100000,intergenic
chr7_89100000_89200000,intergenic
chr7_89200000_89300000,intergenic
chr7_89300000_89400000,Gm44995
chr7_89400000_89500000,Tmem135; Fzd4; AI314278
chr7_89500000_89600000,Prss23; Prss23os; Gm45064
chr7_89600000_89700000,A230065N10Rik; Me3
chr7_89700000_89800000,intergenic
chr7_89800000_89900000,intergenic
chr7_89900000_90000000,Ccdc81; Hikeshi; Eed
chr7_90000000_90100000,intergenic
chr7_90100000_90200000,Picalm
chr7_90200000_90300000,Ccdc83
chr7_90300000_90400000,Sytl2
chr7_90400000_90500000,Ccdc89; Crebzf; Tmem126a; Tmem126b; Dlg2
chr7_90500000_90600000,intergenic
chr7_90600000_90700000,intergenic
chr7_90700000_90800000,intergenic
chr7_90800000_90900000,intergenic
chr7_90900000_91000000,intergenic
chr7_91000000_91100000,intergenic
chr7_91100000_91200000,intergenic
chr7_91200000_91300000,intergenic
chr7_91300000_91400000,intergenic
chr7_91400000_91500000,intergenic
chr7_91500000_91600000,intergenic
chr7_91600000_91700000,intergenic
chr7_91700000_91800000,intergenic
chr7_91800000_91900000,intergenic
chr7_91900000_92000000,intergenic
chr7_92000000_92100000,intergenic
chr7_92100000_92200000,4930567K12Rik
chr7_92200000_92300000,intergenic
chr7_92300000_92400000,intergenic
chr7_92400000_92500000,intergenic
chr7_92500000_92600000,Ccdc90b
chr7_92600000_92700000,Ankrd42; Gm26944; Pcf11
chr7_92700000_92800000,Gm26981; Rab30
chr7_92800000_92900000,Ddias; Prcp
chr7_92900000_93000000,intergenic
chr7_93000000_93100000,Gm9934; Fam181b
chr7_93100000_93200000,intergenic
chr7_93200000_93300000,intergenic
chr7_93300000_93400000,Gm44947; Gm45037
chr7_93400000_93500000,intergenic
chr7_93500000_93600000,intergenic
chr7_93600000_93700000,intergenic
chr7_93700000_93800000,intergenic
chr7_93800000_93900000,intergenic
chr7_93900000_94000000,intergenic
chr7_94000000_94100000,Gm32647
chr7_94100000_94200000,intergenic
chr7_94200000_94300000,intergenic
chr7_94300000_94400000,Gm44601
chr7_94400000_94500000,intergenic
chr7_94500000_94600000,intergenic
chr7_94600000_94700000,intergenic
chr7_94700000_94800000,intergenic
chr7_94800000_94900000,intergenic
chr7_94900000_95000000,intergenic
chr7_95000000_95100000,intergenic
chr7_95100000_95200000,intergenic
chr7_95200000_95300000,intergenic
chr7_95300000_95400000,intergenic
chr7_95400000_95500000,intergenic
chr7_95500000_95600000,intergenic
chr7_95600000_95700000,intergenic
chr7_95700000_95800000,intergenic
chr7_95800000_95900000,intergenic
chr7_95900000_96000000,intergenic
chr7_96000000_96100000,intergenic
chr7_96100000_96200000,Tenm4
chr7_96200000_96300000,intergenic
chr7_96300000_96400000,Gm15412
chr7_96400000_96500000,intergenic
chr7_96500000_96600000,intergenic
chr7_96600000_96700000,Gm15414
chr7_96700000_96800000,intergenic
chr7_96800000_96900000,Gm15413; Gm15416; Gm44633
chr7_96900000_97000000,Nars2
chr7_97000000_97100000,Gab2
chr7_97100000_97200000,intergenic
chr7_97200000_97300000,intergenic
chr7_97300000_97400000,Usp35; Kctd21; Alg8
chr7_97400000_97500000,Ndufc2; Thrsp; Kctd14; Ints4
chr7_97500000_97600000,Aamdc; Rsf1
chr7_97600000_97700000,Rsf1os1; Rsf1os2; Clns1a
chr7_97700000_97800000,Aqp11; Pak1
chr7_97800000_97900000,intergenic
chr7_97900000_98000000,Gdpd4
chr7_98000000_98100000,intergenic
chr7_98100000_98200000,Myo7a; Capn5; B3gnt6
chr7_98200000_98300000,intergenic
chr7_98300000_98400000,Acer3; Tsku
chr7_98400000_98500000,Gm44507; Gucy2d; Lrrc32
chr7_98500000_98600000,A630091E08Rik
chr7_98600000_98700000,Emsy
chr7_98700000_98800000,Thap12; Gm19656
chr7_98800000_98900000,Wnt11; Gm45188
chr7_98900000_99000000,Gm45187
chr7_99000000_99100000,intergenic
chr7_99100000_99200000,Uvrag; Dgat2
chr7_99200000_99300000,Gm45012; Mogat2; Gm26705; Map6
chr7_99300000_99400000,Serpinh1; Gdpd5
chr7_99400000_99500000,Klhl35; Rps3
chr7_99500000_99600000,Arrb1
chr7_99600000_99700000,Tpbgl; Gm10605; Gm15635; Gm34280
chr7_99700000_99800000,Slco2b1; Olfr520; Olfr521; F730035P03Rik
chr7_99800000_99900000,Neu3; Spcs2; Xrra1; Gm38405
chr7_99900000_100000000,Rnf169
chr7_100000000_100100000,Chrdl2
chr7_100100000_100200000,Pold3; Lipt2; Kcne3
chr7_100200000_100300000,Gm34821; Pgm2l1; P4ha3
chr7_100300000_100400000,Ppme1; C2cd3
chr7_100400000_100500000,Gm10603; Ucp3; Ucp2
chr7_100500000_100600000,Dnajb13; Coa4; Gm39059
chr7_100600000_100700000,Mrpl48; Rab6a; Plekhb1; Gm35082
chr7_100700000_100800000,Fam168a
chr7_100800000_100900000,Relt
chr7_100900000_101000000,Arhgef17; P2ry6
chr7_101000000_101100000,P2ry2; Fchsd2
chr7_101100000_101200000,intergenic
chr7_101200000_101300000,intergenic
chr7_101300000_101400000,Atg16l2; Stard10; Gm20476; Gm45620; Arap1
chr7_101400000_101500000,Gm45837; Pde2a
chr7_101500000_101600000,Gm35363; Art2b
chr7_101600000_101700000,Clpb
chr7_101700000_101800000,intergenic
chr7_101800000_101900000,Phox2a; Inppl1; Gm10602; Folr2; Folr1; Anapc15
chr7_101900000_102000000,Tomt; Lamtor1; Lrrc51; Numa1
chr7_102000000_102100000,Il18bp; Rnf121; Xndc1; Xntrpc
chr7_102100000_102200000,Art5; Art1; Chrna10
chr7_102200000_102300000,Nup98; Pgap2; Rhog; Stim1
chr7_102300000_102400000,intergenic
chr7_102400000_102500000,Rrm1; Olfr543; Olfr544; Olfr545
chr7_102500000_102600000,Trim21; Olfr550; Olfr551; Olfr552
chr7_102600000_102700000,Olfr553; Olfr554; Olfr556; Trim68; Olfr557
chr7_102700000_102800000,Olfr558; Olfr33; Olfr559; Olfr78; Olfr561
chr7_102800000_102900000,Olfr570
chr7_102900000_103000000,Olfr571; Olfr576; Olfr577; Olfr578
chr7_103000000_103100000,Olfr582; Olfr584
chr7_103100000_103200000,Olfr588-ps1; Olfr591; Olfr592
chr7_103200000_103300000,Olfr594
chr7_103300000_103400000,Olfr597; Olfr599; Olfr600; Olfr601
chr7_103400000_103500000,Usp17lc; Olfr607
chr7_103500000_103600000,Olfr612; Olfr613; Olfr616; Olfr617
chr7_103600000_103700000,Olfr620; Olfr624
chr7_103700000_103800000,Olfr243; Olfr630
chr7_103800000_103900000,Olfr66
chr7_103900000_104000000,Olfr633; Olfr635
chr7_104000000_104100000,intergenic
chr7_104100000_104200000,Olfr643; Olfr646; Olfm5; Olfr648; Olfr649
chr7_104200000_104300000,Trim6; Trim34a; Trim5
chr7_104300000_104400000,Trim12a; Gm15133; Trim34b; Trim12c; Trim30b
chr7_104400000_104500000,Trim30c; Trim30a
chr7_104500000_104600000,Trim30d; Olfr651; Olfr652; Olfr653; Olfr654
chr7_104600000_104700000,Olfr655; Olfr656; Olfr657; Olfr658; Olfr659
chr7_104700000_104800000,Usp17le
chr7_104800000_104900000,Usp17la
chr7_104900000_105000000,Olfr667; Olfr669; Olfr670; Olfr671
chr7_105000000_105100000,Olfr672; Olfr675; Olfr677; Olfr678; Olfr679
chr7_105100000_105200000,Olfr681; Olfr683; Olfr684; Olfr685
chr7_105200000_105300000,Olfr686; Olfr688
chr7_105300000_105400000,Olfr689; Olfr690; Olfr691; Olfr692; Gm5901
chr7_105400000_105500000,Fam160a2; Cnga4; Cckbr; Cavin3
chr7_105500000_105600000,Smpd1; Apbb1
chr7_105600000_105700000,Hpx; Trim3; Arfip2; Timm10b; Gm45799; Dnhd1
chr7_105700000_105800000,Rrp8; Ilk; Taf10; Tpp1; Dchs1
chr7_105800000_105900000,Mrpl17
chr7_105900000_106000000,Gm4070; Gm20663
chr7_106000000_106100000,intergenic
chr7_106100000_106200000,intergenic
chr7_106200000_106300000,Gvin1
chr7_106300000_106400000,intergenic
chr7_106400000_106500000,intergenic
chr7_106500000_106600000,intergenic
chr7_106600000_106700000,Olfr694
chr7_106700000_106800000,Olfr698; Olfr699
chr7_106800000_106900000,Olfr702
chr7_106900000_107000000,Olfr707; Olfr709-ps1
chr7_107000000_107100000,Olfr2; Olfr714; Olfr17
chr7_107100000_107200000,Olfr715b; Gm45868; Olfr715; Olfr716; Nlrp14
chr7_107200000_107300000,Platr28
chr7_107300000_107400000,Syt9
chr7_107400000_107500000,intergenic
chr7_107500000_107600000,Olfml1; Ppfibp2
chr7_107600000_107700000,intergenic
chr7_107700000_107800000,Cyb5r2
chr7_107800000_107900000,Ovch2; Olfr469; Olfr472
chr7_107900000_108000000,Olfr477
chr7_108000000_108100000,Olfr482
chr7_108100000_108200000,Olfr484
chr7_108200000_108300000,intergenic
chr7_108300000_108400000,intergenic
chr7_108400000_108500000,intergenic
chr7_108500000_108600000,intergenic
chr7_108600000_108700000,Olfr509; Olfr510
chr7_108700000_108800000,Olfr513
chr7_108800000_108900000,Olfr516
chr7_108900000_109000000,Nlrp10; Eif3f; Tub
chr7_109000000_109100000,Ric3
chr7_109100000_109200000,Lmo1; Gm44781
chr7_109200000_109300000,Gm45024
chr7_109300000_109400000,intergenic
chr7_109400000_109500000,Stk33; 1700095J03Rik
chr7_109500000_109600000,Trim66; Rpl27a
chr7_109600000_109700000,Gm44864
chr7_109700000_109800000,Akip1; BC051019; Ascl3; Tmem9b; Nrip3
chr7_109800000_109900000,Scube2
chr7_109900000_110000000,Dennd5a; Tmem41b
chr7_110000000_110100000,Ipo7; Zfp143
chr7_110100000_110200000,1600010M07Rik; Wee1
chr7_110200000_110300000,Swap70
chr7_110300000_110400000,intergenic
chr7_110400000_110500000,intergenic
chr7_110500000_110600000,intergenic
chr7_110600000_110700000,Sbf2; Gm28863; Adm; Gm21123
chr7_110700000_110800000,Ampd3
chr7_110800000_110900000,Rnf141; Lyve1
chr7_110900000_111000000,Mrvi1
chr7_111000000_111100000,Ctr9; Eif4g2
chr7_111100000_111200000,intergenic
chr7_111200000_111300000,intergenic
chr7_111300000_111400000,5430402P08Rik
chr7_111400000_111500000,intergenic
chr7_111500000_111600000,intergenic
chr7_111600000_111700000,intergenic
chr7_111700000_111800000,Galnt18
chr7_111800000_111900000,intergenic
chr7_111900000_112000000,intergenic
chr7_112000000_112100000,Usp47
chr7_112100000_112200000,Dkk3
chr7_112200000_112300000,Mical2
chr7_112300000_112400000,intergenic
chr7_112400000_112500000,Parva
chr7_112500000_112600000,Parvaos
chr7_112600000_112700000,Tead1
chr7_112700000_112800000,intergenic
chr7_112800000_112900000,intergenic
chr7_112900000_113000000,Rassf10; Gm33586
chr7_113000000_113100000,intergenic
chr7_113100000_113200000,4930543E12Rik
chr7_113200000_113300000,Arntl; Gm45355
chr7_113300000_113400000,Btbd10
chr7_113400000_113500000,intergenic
chr7_113500000_113600000,Far1; Far1os
chr7_113600000_113700000,intergenic
chr7_113700000_113800000,Gm5600; Gm29507; Spon1
chr7_113800000_113900000,intergenic
chr7_113900000_114000000,intergenic
chr7_114000000_114100000,Gm45615
chr7_114100000_114200000,Rras2
chr7_114200000_114300000,Copb1; Psma1
chr7_114300000_114400000,intergenic
chr7_114400000_114500000,4933406I18Rik; Pde3b
chr7_114500000_114600000,Cyp2r1
chr7_114600000_114700000,Calca
chr7_114700000_114800000,Calcb; Insc
chr7_114800000_114900000,intergenic
chr7_114900000_115000000,A730082K24Rik
chr7_115000000_115100000,Gm34225
chr7_115100000_115200000,intergenic
chr7_115200000_115300000,intergenic
chr7_115300000_115400000,intergenic
chr7_115400000_115500000,intergenic
chr7_115500000_115600000,intergenic
chr7_115600000_115700000,intergenic
chr7_115700000_115800000,intergenic
chr7_115800000_115900000,intergenic
chr7_115900000_116000000,Gm45025
chr7_116000000_116100000,Sox6; Sox6os; 1110004F10Rik; Gm4353
chr7_116100000_116200000,intergenic
chr7_116200000_116300000,intergenic
chr7_116300000_116400000,Plekha7; Rps13; Gm44777
chr7_116400000_116500000,Pik3c2a
chr7_116500000_116600000,Nucb2; Gm45151; 4732496C06Rik
chr7_116600000_116700000,intergenic
chr7_116700000_116800000,intergenic
chr7_116800000_116900000,intergenic
chr7_116900000_117000000,intergenic
chr7_117000000_117100000,intergenic
chr7_117100000_117200000,intergenic
chr7_117200000_117300000,Gm39075
chr7_117300000_117400000,Xylt1
chr7_117400000_117500000,intergenic
chr7_117500000_117600000,intergenic
chr7_117600000_117700000,intergenic
chr7_117700000_117800000,intergenic
chr7_117800000_117900000,intergenic
chr7_117900000_118000000,intergenic
chr7_118000000_118100000,intergenic
chr7_118100000_118200000,Rps15a; Arl6ip1
chr7_118200000_118300000,Smg1; Gm45155
chr7_118300000_118400000,intergenic
chr7_118400000_118500000,Syt17; Itpripl2
chr7_118500000_118600000,Coq7; Tmc7; B230311B06Rik; Tmc5
chr7_118600000_118700000,intergenic
chr7_118700000_118800000,Gde1; Ccp110
chr7_118800000_118900000,Knop1; Iqck
chr7_118900000_119000000,Gm44763; Gprc5b
chr7_119000000_119100000,intergenic
chr7_119100000_119200000,Gpr139
chr7_119200000_119300000,intergenic
chr7_119300000_119400000,intergenic
chr7_119400000_119500000,Gp2; Umod; Gm44588
chr7_119500000_119600000,Pdilt; Acsm5; Acsm2
chr7_119600000_119700000,Gm39078; Acsm1; Gm19950; Acsm4
chr7_119700000_119800000,Thumpd1; Gm44866; Acsm3; Eri2; Rexo5
chr7_119800000_119900000,Dcun1d3; Lyrm1
chr7_119900000_120000000,intergenic
chr7_120000000_120100000,Dnah3
chr7_120100000_120200000,Tmem159; Zp2; 4930505K13Rik; Anks4b
chr7_120200000_120300000,Crym; Abca14
chr7_120300000_120400000,Abca15
chr7_120400000_120500000,Abca16
chr7_120500000_120600000,Gm32916
chr7_120600000_120700000,Uqcrc2; Pdzd9; 4930588G17Rik; Mosmo
chr7_120700000_120800000,Vwa3a
chr7_120800000_120900000,Gm5737; Eef2k; Gm15774
chr7_120900000_121000000,Polr3e; Cdr2; Mfsd13b
chr7_121000000_121100000,Mettl9; Igsf6; Otoa
chr7_121100000_121200000,intergenic
chr7_121200000_121300000,Gm45079
chr7_121300000_121400000,Gm36736; Hs3st2
chr7_121400000_121500000,intergenic
chr7_121500000_121600000,1700025J12Rik
chr7_121600000_121700000,4933432K03Rik
chr7_121700000_121800000,Usp31; 1700069B07Rik; Scnn1g
chr7_121800000_121900000,Scnn1b
chr7_121900000_122000000,Cog7; Gm44987
chr7_122000000_122100000,Gga2; Ears2; Ubfd1
chr7_122100000_122200000,Ndufab1; Palb2; Dctn5; Gm15489; Plk1; Ern2
chr7_122200000_122300000,Prkcb
chr7_122300000_122400000,intergenic
chr7_122400000_122500000,intergenic
chr7_122500000_122600000,intergenic
chr7_122600000_122700000,Cacng3
chr7_122700000_122800000,intergenic
chr7_122800000_122900000,intergenic
chr7_122900000_123000000,Rbbp6
chr7_123000000_123100000,Gm45846
chr7_123100000_123200000,Tnrc6a
chr7_123200000_123300000,Slc5a11
chr7_123300000_123400000,Arhgap17; Lcmt1
chr7_123400000_123500000,intergenic
chr7_123500000_123600000,Zkscan2
chr7_123600000_123700000,intergenic
chr7_123700000_123800000,intergenic
chr7_123800000_123900000,intergenic
chr7_123900000_124000000,Gm27040; Hs3st4
chr7_124000000_124100000,intergenic
chr7_124100000_124200000,intergenic
chr7_124200000_124300000,intergenic
chr7_124300000_124400000,intergenic
chr7_124400000_124500000,Gm15339
chr7_124500000_124600000,intergenic
chr7_124600000_124700000,intergenic
chr7_124700000_124800000,3100003L05Rik
chr7_124800000_124900000,intergenic
chr7_124900000_125000000,Gm45092
chr7_125000000_125100000,intergenic
chr7_125100000_125200000,intergenic
chr7_125200000_125300000,intergenic
chr7_125300000_125400000,4933440M02Rik
chr7_125400000_125500000,Kdm8; Nsmce1
chr7_125500000_125600000,Il4ra
chr7_125600000_125700000,Il21r
chr7_125700000_125800000,Gtf3c1; D430042O09Rik
chr7_125800000_125900000,intergenic
chr7_125900000_126000000,intergenic
chr7_126000000_126100000,Gsg1l
chr7_126100000_126200000,intergenic
chr7_126200000_126300000,Xpo6; 1700123J17Rik; Sbk1
chr7_126300000_126400000,Gm30928; Lat; Spns1; Nfatc2ip
chr7_126400000_126500000,Rabep2; Atp2a1; Sh2b1; Tufm
chr7_126500000_126600000,Atxn2l; Eif3c; Cln3; Apobr; Il27
chr7_126600000_126700000,Nupr1; 2510046G10Rik; Sgf29; Sult1a1; Slx1b; Bola2
chr7_126700000_126800000,Coro1a; Mapk3; Gdpd3; Ypel3; Tbx6; Ppp4c; Fam57b
chr7_126800000_126900000,Aldoa; 4930451I11Rik; Gm44854; Doc2a; Ino80e; Hirip3; Taok2
chr7_126900000_127000000,Tmem219; Kctd13; Asphd1; Sez6l2; Cdiptos; Cdipt
chr7_127000000_127100000,Mvp; Pagr1b; Gm42742; Prrt2; Maz; Kif22; Gm31749; Zg16; Gm44939; AI467606
chr7_127100000_127200000,Qprt; Spn; Cd2bp2
chr7_127200000_127300000,Tbc1d10b; Mylpf; Zfp553; Zfp771; Dctpp1; Sephs2; Gm31897; Itgal
chr7_127300000_127400000,Zfp768; Zfp747; 9130019O22Rik; E430018J23Rik
chr7_127400000_127500000,Zfp764; Zfp688; Gm45184; Zfp689; Prr14; Fbrs
chr7_127500000_127600000,1700008J07Rik; Srcap; Gm42715; Gm28198; Phkg2; Ccdc189; Rnf40; Gm44759
chr7_127600000_127700000,Zfp629; Gm39090
chr7_127700000_127800000,Bcl7c; Ctf1; Ctf2; Fbxl19; Orai3; Setd1a; Gm49388
chr7_127800000_127900000,Stx1b; Stx4a; Zfp668; Zfp646; Prss53; Gm21974; Vkorc1
chr7_127900000_128000000,Bckdk; Kat8; Prss8; Prss36; Fus; Pycard
chr7_128000000_128100000,Gm15533; Trim72; Gm49368
chr7_128100000_128200000,Itgax; Itgad
chr7_128200000_128300000,Cox6a2; Gm44850; 9130023H24Rik; Armc5; Tgfb1i1; Slc5a2; BC017158
chr7_128300000_128400000,intergenic
chr7_128400000_128500000,Rgs10; Tial1
chr7_128500000_128600000,Gm40457; Bag3; Gm45121
chr7_128600000_128700000,Inpp5f
chr7_128700000_128800000,Mcmbp; Gm44674; Gm44672; Sec23ip; Gm32884
chr7_128800000_128900000,intergenic
chr7_128900000_129000000,intergenic
chr7_129000000_129100000,intergenic
chr7_129100000_129200000,intergenic
chr7_129200000_129300000,Plpp4
chr7_129300000_129400000,intergenic
chr7_129400000_129500000,Gm33027
chr7_129500000_129600000,Wdr11
chr7_129600000_129700000,Gm39094
chr7_129700000_129800000,intergenic
chr7_129800000_129900000,Gm44778
chr7_129900000_130000000,Gm4265
chr7_130000000_130100000,intergenic
chr7_130100000_130200000,intergenic
chr7_130200000_130300000,intergenic
chr7_130300000_130400000,intergenic
chr7_130400000_130500000,intergenic
chr7_130500000_130600000,Gm44647; Tacc2
chr7_130600000_130700000,intergenic
chr7_130700000_130800000,Btbd16
chr7_130800000_130900000,Plekha1
chr7_130900000_131000000,Htra1
chr7_131000000_131100000,Dmbt1
chr7_131100000_131200000,intergenic
chr7_131200000_131300000,intergenic
chr7_131300000_131400000,Fam24a; Pstk
chr7_131400000_131500000,Acadsb
chr7_131500000_131600000,Bub3
chr7_131600000_131700000,intergenic
chr7_131700000_131800000,intergenic
chr7_131800000_131900000,Gm44546
chr7_131900000_132000000,Gpr26
chr7_132000000_132100000,intergenic
chr7_132100000_132200000,Gm15677
chr7_132200000_132300000,intergenic
chr7_132300000_132400000,Gm10584
chr7_132400000_132500000,Gm44893
chr7_132500000_132600000,intergenic
chr7_132600000_132700000,Lhpp
chr7_132700000_132800000,intergenic
chr7_132800000_132900000,Abraxas2
chr7_132900000_133000000,Gm45502; Zranb1
chr7_133000000_133100000,intergenic
chr7_133100000_133200000,Fgfr2; Ctbp2; 4930483O08Rik
chr7_133200000_133300000,intergenic
chr7_133300000_133400000,Gm45672
chr7_133400000_133500000,intergenic
chr7_133500000_133600000,intergenic
chr7_133600000_133700000,Tex36; Gm45671; Edrf1; Mmp21
chr7_133700000_133800000,Uros; Bccip; Dhx32; Gm45670; Fank1
chr7_133800000_133900000,intergenic
chr7_133900000_134000000,intergenic
chr7_134000000_134100000,intergenic
chr7_134100000_134200000,intergenic
chr7_134200000_134300000,Adam12
chr7_134300000_134400000,intergenic
chr7_134400000_134500000,intergenic
chr7_134500000_134600000,D7Ertd443e
chr7_134600000_134700000,Dock1
chr7_134700000_134800000,intergenic
chr7_134800000_134900000,intergenic
chr7_134900000_135000000,intergenic
chr7_135000000_135100000,intergenic
chr7_135100000_135200000,1700120G07Rik
chr7_135200000_135300000,Nps; Gm45339
chr7_135300000_135400000,intergenic
chr7_135400000_135500000,Gm36356
chr7_135500000_135600000,Clrn3; Ptpre
chr7_135600000_135700000,5830432E09Rik
chr7_135700000_135800000,Mki67; Gm36431
chr7_135800000_135900000,intergenic
